,home_won
22768,0
109223,1
199228,0
88906,1
138563,0
25706,1
175119,1
318009,1
273378,1
247306,1
295156,0
6798,0
224319,1
311156,1
286914,1
251271,0
375630,1
113148,1
168937,1
219092,1
396496,1
97413,0
96295,0
192057,1
221411,0
142077,1
370953,0
274438,0
359328,0
388779,1
297607,1
143757,0
236676,1
237065,0
229889,1
179392,0
312511,1
380934,0
389502,1
234939,1
146451,1
251618,0
121387,1
396076,0
15447,1
191099,0
344769,1
359314,0
283301,0
407048,0
2675,1
291052,0
354404,1
212846,0
375078,1
333855,1
300170,1
113359,0
125261,1
340781,0
419806,0
392802,0
391079,0
186878,0
334962,1
167774,1
120060,1
396359,0
473,0
59688,1
294917,1
116052,1
184807,1
407322,1
87289,1
223387,0
196598,0
321765,1
176166,0
301639,1
182578,1
254041,0
285020,0
155155,0
377697,1
294075,0
322601,0
319835,1
241483,0
336301,0
293010,0
207065,1
389614,1
137792,1
204245,0
111866,1
52069,1
31411,0
200884,1
94960,0
287379,1
238552,1
325679,1
293650,1
61046,1
349926,1
294722,0
268006,1
40164,1
225189,1
327026,0
127646,1
41918,1
123553,1
98,1
118218,1
201059,1
324235,1
353913,0
236231,1
149731,1
25472,1
1850,1
70070,1
271838,0
313010,1
313489,1
335702,1
388528,0
373517,0
163049,1
372872,1
319508,0
51262,0
71654,0
98997,1
363311,1
188011,0
379261,0
201472,1
315452,0
59210,0
30547,1
307203,0
168856,1
54825,1
3856,1
62153,0
409252,1
217572,1
226896,0
177152,1
54450,1
295133,0
363898,0
151421,1
229406,1
137135,1
278176,0
162178,1
50,1
342493,1
105687,1
355158,1
378599,1
289172,1
402819,1
415149,0
200946,1
160200,1
52096,1
171591,1
334938,1
339744,1
215602,1
336100,1
284545,1
323254,0
341851,1
76601,1
130644,0
395720,0
59718,0
114156,0
291426,1
63073,0
158117,1
5747,1
136866,1
197990,0
277001,1
406475,0
358866,0
450,0
75009,1
193280,0
161834,0
17297,0
388856,0
141244,0
226205,1
213015,1
247666,0
291596,1
193194,0
64719,1
10729,1
326857,0
31368,0
244241,1
300197,1
147410,1
62986,0
212314,0
327438,0
218438,1
144394,0
323173,0
293818,1
251286,0
47647,0
201830,1
314306,0
248412,1
117147,1
213583,1
76456,0
65768,0
135075,1
4939,1
34657,1
154433,1
125116,1
180098,1
382863,1
107900,0
290914,1
228650,0
318681,0
83766,1
170872,1
123844,1
365761,1
1106,0
55343,1
121244,1
53992,1
103702,0
42336,0
218046,0
418819,1
330738,1
417057,1
103841,1
130289,1
359163,1
228121,1
200849,1
402007,0
268016,1
306467,1
185363,1
177506,1
215509,1
402778,1
211345,0
219213,1
255407,1
113827,1
365014,1
62794,1
329921,0
278577,1
138454,0
341259,1
136494,0
397882,0
372336,1
380044,0
377281,1
409477,1
240693,1
231594,1
260775,1
396354,0
318160,0
169025,1
383303,1
182783,1
61933,1
272732,0
89042,1
138528,0
380115,0
395426,1
152966,1
14918,0
290275,0
47206,1
342893,1
65793,0
313991,1
169531,0
243035,0
363511,1
148881,0
189062,0
112906,1
49644,1
21722,1
82841,1
99588,1
219498,1
37513,0
406270,0
49511,1
201245,0
240992,0
177692,0
407332,1
232923,1
139838,0
43563,1
361409,0
105447,0
247493,1
255157,0
272078,1
154256,1
304907,1
73480,0
228604,0
410788,1
155624,0
34785,1
133086,0
46499,1
164097,1
26182,0
75903,1
19811,0
131859,1
71638,0
176168,0
303409,1
307321,0
25821,1
49691,1
87206,1
314233,1
97384,0
411373,1
35604,1
155580,1
24669,0
342546,0
192954,0
86002,0
124415,0
213087,1
98184,1
413122,0
67817,1
391359,0
239552,1
1631,1
226944,0
105398,0
52601,1
6106,0
122228,0
229996,1
415378,1
239143,1
34794,1
415597,1
238809,1
394806,1
130577,0
414485,1
395958,1
282927,1
329443,1
282957,1
348993,1
244192,1
358249,0
322773,0
84371,0
241253,0
345611,0
122921,1
379611,1
29262,1
60876,0
376042,0
195559,1
158756,1
130731,1
97975,0
189857,1
312898,1
8532,1
53711,1
63682,0
294941,1
354727,1
355547,1
276245,1
284547,1
103666,0
398022,0
76259,0
1575,0
18200,1
217258,1
205425,0
40419,0
352397,1
358463,1
119969,0
386758,0
358664,0
248690,1
104806,0
214579,0
337301,0
386110,1
312336,0
164310,1
86460,1
346196,1
393309,1
213922,1
302092,0
249876,0
190184,0
96025,0
95347,0
234919,1
333956,1
175755,1
223457,1
247516,1
320986,0
24291,1
97812,0
216673,1
151621,0
297518,1
73320,1
57867,0
377449,1
104496,0
168048,0
119614,0
231491,1
125033,0
368821,1
179226,1
312618,1
199324,1
229105,1
273845,1
276447,1
57752,1
135024,1
324340,1
96373,0
67242,1
403401,1
128037,1
358351,1
187938,0
35270,1
130188,0
37710,1
15888,1
408063,1
22613,1
69087,0
240106,0
248810,1
42781,0
320900,0
343639,1
212047,0
148925,0
333019,0
390651,0
22452,1
326573,1
169386,0
294729,0
49850,1
273347,1
309440,1
42504,0
328369,0
52261,1
272663,0
399055,0
370328,0
377986,0
389463,1
152566,1
272068,1
217814,1
190362,1
45986,1
279185,1
253553,0
314946,0
134951,0
223259,0
20680,1
264071,1
136331,1
33295,1
12491,0
288534,0
319709,1
293414,1
106195,1
26146,0
242406,1
89281,0
276581,1
92256,1
140698,0
221579,1
180082,1
420324,0
30847,0
277856,0
168847,1
195685,0
248511,1
250260,0
16327,1
47219,1
297871,0
107340,1
223438,0
84140,1
175666,1
19627,0
119342,0
49321,1
321821,1
116228,1
33515,0
119806,0
34150,1
195270,1
107851,0
16669,0
319503,0
146115,1
362026,1
271360,0
249520,1
288517,0
221889,0
380025,0
26888,1
102108,1
66159,1
215744,1
35792,0
46895,0
317935,1
67594,0
317299,0
142165,1
818,1
389182,1
358859,0
420180,0
197529,1
90508,0
283075,1
135874,0
208373,0
105915,0
248626,1
209839,1
240900,0
245149,0
203559,1
355929,1
383897,0
390836,0
404004,0
264871,1
214808,0
405006,0
76600,1
278456,1
187333,1
315443,0
381246,1
383761,0
20890,1
301093,1
348902,0
10775,1
123055,1
151614,0
87175,1
146998,1
71461,1
118160,1
46241,0
5579,1
27448,1
62492,0
335162,1
135813,0
65645,0
39936,0
73169,0
301336,0
127053,1
31148,0
334669,1
380880,0
387939,1
137784,0
213134,1
97531,1
392113,0
281722,1
139916,1
246776,0
255466,1
261138,0
54741,1
298197,1
335002,1
262324,0
420712,0
78290,1
291145,0
5958,0
378238,0
90055,0
230298,1
1745,1
7960,0
212715,0
336466,1
322070,1
126223,1
133039,0
171373,1
20700,1
38196,1
61950,1
264982,1
145774,0
253146,0
18472,0
189769,1
228044,1
110873,0
96728,0
262551,1
168215,1
413974,0
39176,1
29325,1
173613,0
338725,1
129471,1
400707,0
381213,1
347436,0
6286,0
62800,1
269084,1
168080,0
170522,1
34674,1
117151,1
261882,0
317144,0
177308,1
251546,0
414106,0
368012,1
145049,1
267262,0
166470,1
325810,0
170356,0
88882,1
31331,0
280065,0
233680,0
265962,0
84617,1
97518,1
127786,0
377211,1
270623,1
195887,0
103552,1
15429,1
106733,0
312346,0
15316,0
110641,1
409740,1
90156,1
20991,1
244736,1
151540,1
60465,0
360086,0
35914,0
67422,1
419424,0
157319,1
164910,0
256999,1
120890,1
194132,1
253948,0
205755,1
284281,1
273159,1
360424,0
279149,1
297020,1
53323,1
384431,1
149153,0
188873,1
28553,1
382332,0
419934,0
95525,0
283372,1
124236,1
133437,1
78596,1
366550,1
328240,1
183900,1
411745,0
254152,0
372481,1
99173,1
283697,1
137439,0
46537,1
208754,0
380957,0
113740,0
114897,0
349364,0
93838,1
132600,0
9129,0
316703,1
196635,1
177962,0
7132,1
119767,0
333951,1
128168,1
59020,0
218182,1
85376,1
356597,1
268793,1
254967,1
415623,1
170069,1
119584,0
293041,0
190771,1
351463,0
282051,1
77220,1
84889,1
146029,1
90081,1
122973,1
253256,1
308745,0
329117,1
159018,1
110473,1
93403,0
229337,0
69119,0
13555,1
271358,0
209332,1
11472,1
408437,0
347082,0
170308,0
230584,0
263453,0
216697,1
375609,1
108025,0
131835,1
275587,1
380478,1
7160,1
292851,0
22368,1
326079,1
167470,0
266502,0
31080,0
375367,0
78185,1
250041,1
142454,1
211087,1
405967,1
128869,1
335703,1
61273,1
317225,0
404771,1
402138,1
227015,1
174165,0
60383,1
73049,0
6592,1
406630,1
119674,0
318824,0
221663,0
287678,0
163735,0
308678,0
141044,0
65336,0
45292,0
124262,1
146586,0
12535,0
34915,1
389380,1
254459,1
374949,1
264173,1
83902,0
391643,0
21977,1
420183,0
58812,0
19978,1
355300,0
346458,0
361994,1
64254,0
272345,1
394636,1
143896,0
146094,1
390014,0
138988,1
355365,0
72739,1
209981,0
59364,0
365542,1
2631,1
231174,0
93622,1
326732,0
26858,1
14802,1
268382,1
32374,1
405827,0
239111,1
324770,1
232034,0
21149,0
297371,1
195422,1
87744,0
94337,0
379114,1
403866,1
183647,1
51342,0
354066,1
158150,1
45915,1
342155,1
364906,0
251354,1
402739,1
196401,0
243303,0
354036,1
259432,1
233284,0
176428,0
316815,1
250461,0
263043,0
389361,1
368282,0
376716,1
39069,1
317770,1
169236,1
369759,1
357792,0
218001,0
226472,0
160811,1
129267,1
137279,0
395025,0
211891,1
371416,1
201083,1
7405,1
178278,0
185373,1
125779,0
394813,1
195908,0
114484,0
193802,1
3782,1
327712,0
101963,1
366232,1
86740,1
174932,0
406004,1
275323,0
161040,1
64167,1
126938,1
292470,0
217180,0
371956,1
49440,1
62068,1
355776,1
219478,1
181081,1
323826,0
214965,1
149793,0
210136,0
358461,1
85851,0
31696,1
93593,1
297240,1
61052,1
54219,0
386702,0
99438,0
140140,0
277948,0
283644,0
305222,1
170323,0
231836,0
385165,1
118716,1
71844,1
99286,1
251182,0
169444,0
416514,1
28936,1
22411,1
5151,1
369407,1
379581,1
213045,1
349570,0
20235,1
5814,1
166309,1
135331,1
109534,1
86821,0
294770,1
174663,0
338638,1
84550,1
18596,0
73409,1
281903,1
143899,0
414061,0
407156,0
22274,1
184905,0
120202,1
114591,0
159825,1
212540,1
25542,1
145329,1
271108,0
26482,0
350213,1
111714,1
364220,0
379681,0
46282,0
136264,1
171660,1
344377,1
296338,0
318813,0
347162,0
229714,1
315446,0
321575,1
213734,1
69080,0
237464,1
77006,0
47814,0
105003,1
363647,1
97939,0
198278,1
173307,1
188989,0
271259,0
232235,1
331308,0
365924,0
410158,0
353555,1
154882,1
413046,0
401270,1
193584,0
328955,1
180135,1
320766,0
254355,0
209349,1
404648,1
289285,1
270591,1
170705,1
104824,0
378640,1
371803,1
359588,1
368916,1
255512,1
74814,1
412283,1
78877,0
87836,0
159167,0
266903,1
324792,1
400800,1
68079,0
25418,1
386729,0
398774,0
409681,1
385913,1
238894,1
319157,0
42899,1
399586,1
205244,1
110042,1
301364,0
359511,0
324552,1
60603,1
353403,1
156445,1
125662,1
83676,1
233537,0
200995,1
248000,1
42483,0
170291,0
46366,0
153676,0
189459,1
275992,1
306074,1
334996,1
214813,0
332843,1
301834,0
68916,1
132693,0
32640,0
244511,1
226094,1
389318,1
88675,1
162237,1
131194,1
78188,1
315831,0
254212,0
275863,1
340567,0
288123,1
39186,1
286427,1
79698,1
313838,1
112782,1
310271,1
33206,1
325389,0
309519,1
251951,0
218382,1
338462,1
212343,0
206267,1
240389,1
146437,1
211541,1
143008,0
142971,0
270128,0
319824,1
371637,1
297602,1
374722,0
278765,0
347438,0
331600,0
124268,1
402547,1
376375,1
83309,0
209433,1
291440,1
214542,0
72951,1
182197,1
65425,1
110752,0
203584,0
333514,1
212081,0
71507,1
225380,0
226661,1
169888,1
370973,0
335579,1
303016,1
392124,0
239577,1
381177,1
368147,1
57521,1
259713,1
157700,1
62539,1
165539,0
139766,1
372096,0
192086,0
412882,1
282193,1
72383,1
322083,1
416624,1
102647,0
150627,0
236474,1
391885,0
86144,1
280817,1
281760,0
100887,1
127390,1
187157,1
325221,0
392376,0
248343,1
275603,1
42297,0
149322,0
402019,0
220438,1
376504,1
237203,1
400367,1
246493,1
279909,1
171697,1
322612,0
366131,0
283281,0
186937,0
408634,1
192703,1
69364,0
420171,0
265045,1
125358,1
67254,1
381348,1
286792,0
12269,0
247006,0
23631,0
111971,1
370425,1
286566,0
260662,0
195812,1
25083,1
413243,1
60867,0
96745,0
48138,0
177264,1
119547,0
259375,0
41432,1
350352,1
121357,1
11241,0
340801,0
399942,1
362872,1
36073,1
52380,1
161847,0
152043,1
308137,0
315888,0
60258,1
114094,1
412971,1
347389,0
121579,1
100284,0
200938,1
187133,1
181698,0
89460,1
321448,1
339415,0
155502,1
413782,1
118634,1
332049,1
158684,1
251751,1
359466,0
23471,0
141005,0
165342,0
261600,0
185041,0
90994,1
203155,0
81012,0
119398,0
314576,0
207851,1
274526,0
138558,0
144147,1
141655,0
269061,1
139368,1
64707,1
292540,0
213112,1
139184,1
271373,1
66662,0
388656,1
135317,1
222824,1
288265,0
50835,0
63913,0
412235,1
245578,1
227308,0
187758,0
154444,1
64570,0
382195,1
179495,1
342356,1
198005,0
396851,1
139305,1
240750,1
134755,1
98943,0
106913,1
1153,0
115848,0
254382,1
68269,0
57353,1
51693,0
240545,1
234675,1
199103,0
325293,0
383547,1
243847,1
195923,0
199472,1
37924,1
86511,1
289783,0
857,1
89081,1
111181,0
247429,0
164807,1
266325,1
78585,1
359431,0
58441,1
28664,0
198890,0
89050,1
240694,1
33179,1
95229,0
277245,0
16719,0
324773,1
45345,0
99766,0
120498,1
366331,1
68832,0
324869,1
119078,1
160582,0
399050,0
411604,1
346959,1
284308,1
379778,0
177283,1
88400,1
248386,1
383756,0
136097,1
73649,1
265848,0
187603,0
178048,0
344371,1
421583,1
166451,1
99964,1
166199,1
5858,1
2845,0
412946,1
219411,0
127368,1
168000,0
128902,1
254463,1
140363,0
320133,0
39252,0
379310,0
241744,0
326424,1
51772,0
352170,0
389038,1
178333,0
347868,0
382339,0
289491,1
157460,0
38555,1
141974,1
259323,0
332236,0
4115,0
333475,1
248983,1
130745,1
148436,1
82051,1
107553,0
186894,0
382586,0
307683,0
170447,1
259367,0
185561,0
337086,1
131199,1
316540,1
69693,1
258137,0
101881,0
412543,1
75771,1
270931,0
209753,1
28506,1
211484,1
247806,1
9741,1
51178,1
240285,1
12382,1
114433,1
96729,0
228087,1
354670,0
48837,1
221368,0
282991,1
10192,0
328043,0
416184,0
327390,0
376266,1
14083,0
11968,1
409099,0
205704,1
203595,0
295124,0
376397,1
382399,0
355125,1
140885,1
78278,1
32124,1
410776,1
392053,0
168171,1
226802,0
164236,0
141960,1
413178,0
77828,0
101071,0
304582,0
328278,0
292920,0
408913,1
384078,1
72328,1
389864,1
141443,0
75217,0
95830,0
251701,1
379035,0
59501,0
344885,0
145921,0
297139,1
101925,0
257266,0
70745,1
292308,0
43586,1
346120,1
109689,1
382293,1
70865,0
408290,1
282540,1
140968,0
126153,1
94721,0
273548,0
26216,1
107426,0
356276,1
181666,0
357084,0
105140,1
346597,1
172841,1
143467,1
413565,0
118277,1
262427,0
357331,0
124905,0
156661,1
196867,0
80121,1
273193,1
40852,0
363885,0
146169,0
50876,0
185263,1
181732,0
382741,0
357912,0
330417,0
75502,1
241530,0
255579,1
79546,0
80715,1
196269,1
296680,0
172995,0
414356,0
375916,1
101822,0
243652,0
368072,1
326449,1
99386,1
219529,1
365918,0
38224,1
168110,1
192369,1
370310,0
151836,1
357968,1
293707,1
193004,0
116085,1
247411,0
316020,0
367103,1
244962,0
135159,1
316782,1
238036,1
9783,1
184233,1
346361,0
54704,0
310349,1
238305,0
62466,0
47465,1
406607,1
197612,1
45803,1
39957,1
249014,0
192137,0
301522,0
222404,1
396862,1
121995,1
267318,0
71039,1
283081,1
57056,0
7935,0
356870,1
274141,1
69476,0
10054,1
243285,0
244184,1
300021,0
333916,1
392249,0
273520,0
172911,1
262757,1
365159,0
68969,1
365579,1
90303,0
81701,1
81822,0
192278,1
36292,1
234842,0
410854,0
14499,0
411748,0
118590,1
192592,1
231800,1
357970,1
258253,1
43235,1
166757,1
184907,0
52817,0
56319,0
281346,1
123164,0
205369,1
220760,0
87776,0
202105,0
154290,1
324957,1
402723,1
36005,1
378273,0
107488,0
268315,1
108295,1
162253,1
53268,1
351917,1
38521,1
332537,1
391421,0
418280,0
413525,0
348781,0
325334,0
119396,0
78115,1
112572,1
166020,0
253000,1
325941,1
224066,1
259491,1
24327,1
334193,0
358336,0
365814,0
399563,0
151795,1
198522,1
380362,0
408999,1
208086,0
27320,1
212153,0
404573,1
99920,1
191289,0
390625,0
26339,1
359419,0
50409,0
165046,0
34797,1
196924,0
62771,1
163647,0
97318,0
300414,1
206128,1
362639,0
364815,0
302767,0
203160,0
1477,0
300443,1
223300,0
2054,1
101328,1
246574,1
41434,1
82502,0
167560,0
280525,1
313225,1
294535,1
298774,1
227843,1
2751,1
55938,1
352615,1
1721,1
246670,1
79350,1
178478,0
13110,0
210900,1
176385,0
229009,1
326354,1
139288,1
208481,1
379490,1
332506,1
293145,1
120841,1
102410,1
309709,1
391695,0
53912,1
70502,1
174124,0
188272,1
319588,1
236768,0
416410,1
25439,1
274027,1
390703,0
298904,0
291934,1
241078,1
271454,1
300324,1
268516,1
293764,1
120664,1
265599,0
390209,1
125391,1
245138,0
169058,1
149977,1
42791,0
340866,0
414472,0
261904,0
29694,1
227565,1
253347,0
336905,0
158045,1
59464,0
204536,0
88047,1
417034,1
294720,0
246979,0
141549,1
49928,1
285331,1
384427,1
364125,1
52363,1
37583,1
127144,0
357704,1
351138,0
46999,1
331350,0
328726,1
121469,1
73909,1
52008,1
67450,1
323457,1
285879,1
351450,0
11409,1
43791,1
221677,0
111071,1
270245,1
153405,1
109993,1
211375,0
196435,0
243171,0
215853,0
413366,0
358702,0
24678,0
227198,0
66322,0
20574,1
384870,0
24433,1
213250,0
311159,1
379517,1
275988,1
27216,1
166976,0
261544,0
142910,0
28523,1
324067,0
148802,0
399552,0
133895,1
116967,1
291499,1
376408,1
85928,0
7404,1
96031,0
24738,0
372412,1
388715,1
36632,1
157095,1
369540,1
197943,0
92070,0
411528,0
138650,0
178301,0
349932,1
358946,1
26943,1
300858,0
350882,1
117804,0
280158,1
316546,1
86985,0
111987,1
377984,0
34332,1
96805,0
119526,0
332090,1
272935,0
168773,1
149468,0
119190,1
385254,0
145608,1
201934,1
53825,1
231799,1
357371,0
190784,1
281099,1
7540,1
246895,0
104194,0
51675,1
97082,1
273049,1
36654,1
145857,0
32882,1
191309,0
405888,1
120554,0
296167,0
178502,0
244472,1
22156,1
355622,1
204821,0
115246,1
121877,0
378404,1
362607,0
139051,1
263273,1
282600,0
135951,0
299406,0
239873,1
265222,1
366570,1
285607,0
253815,1
231820,1
43112,0
54949,1
394608,1
221838,0
2158,1
24293,1
92773,0
4245,1
45404,1
15555,1
22557,1
350938,1
300037,0
332547,1
83064,0
155058,0
303089,0
275635,1
45436,1
80325,1
389766,1
34325,1
93587,1
351957,1
205227,1
392978,1
244880,0
16831,0
279974,0
113664,0
399228,0
73709,1
249597,1
389912,0
23215,1
55209,0
230262,1
169900,1
185538,0
363345,0
226335,1
401481,1
57970,0
107511,0
317383,0
58705,0
402750,1
65458,1
216372,0
3489,0
50055,0
32015,1
306308,1
416260,0
363200,1
416960,0
258441,1
275274,0
210850,1
212144,0
116847,1
156300,1
366658,1
295410,0
39349,0
343877,1
124384,0
234112,0
141088,0
150423,1
323191,0
197873,1
208471,1
104185,0
203271,0
111965,1
254784,1
207406,1
354129,1
368719,0
16231,0
358831,0
98114,1
79025,1
271823,1
15669,1
373499,0
167309,1
25092,1
232076,0
264152,1
57625,1
412979,1
141961,1
13666,1
113688,0
187113,1
349951,1
97867,0
199677,1
322505,1
292812,1
155655,0
418191,1
11782,1
319069,0
292044,1
189521,1
353649,1
319567,0
386304,1
188038,0
348553,1
108608,0
10665,1
341518,1
227281,0
339199,1
44360,1
2904,0
389604,1
47187,1
233461,1
346424,0
141917,1
271287,0
48558,1
127447,0
308058,0
324804,1
383544,1
65398,1
178001,0
8894,1
403595,1
232206,1
226835,0
40869,0
71644,0
92067,0
397553,0
334394,1
215009,1
292501,0
173744,1
93004,1
216273,0
285829,0
399089,0
379586,1
370375,1
244879,0
248901,1
383939,0
349731,0
247944,1
194108,1
100205,1
49015,0
245741,1
347721,1
65046,0
196528,0
138428,0
198272,1
81411,1
175407,0
297953,1
416696,1
290185,0
265513,1
145600,1
336828,0
302126,0
103523,1
213104,1
282645,0
263101,0
3714,1
412695,1
15469,1
243830,1
415740,0
248181,0
200807,1
193860,1
221064,0
256480,0
412559,1
67729,1
98461,1
13212,0
92346,1
346946,1
108259,1
366345,1
97264,1
373888,1
275228,0
264721,0
117859,0
182942,0
288568,0
368112,1
245707,1
9554,0
194926,0
213072,1
63874,0
335035,1
191254,0
305528,1
21021,1
165056,0
41769,1
382781,1
52174,1
13834,1
95135,0
326959,0
222637,0
262031,0
198648,0
78057,0
251948,0
402082,1
65723,0
235494,0
345713,1
324891,1
5854,1
180432,0
59215,0
134250,0
179220,1
48857,1
184426,1
210177,0
48608,1
111528,1
416924,0
328948,1
45573,1
301721,0
402428,1
204350,0
373999,1
286634,0
377085,0
172727,1
144836,1
167533,0
281131,1
150213,0
223197,0
194390,1
407357,1
24638,0
301580,1
25870,1
131164,1
14001,0
374893,0
375885,1
62693,1
358969,1
301841,1
101953,0
244015,0
257544,0
372436,1
87475,1
41689,1
405727,0
418568,0
89598,0
291938,1
175690,1
385468,1
2191,0
274015,1
380160,1
174882,1
405319,1
365839,0
122927,1
303318,1
321088,0
103084,1
226701,0
174458,0
338814,0
230192,0
39478,0
251690,1
29941,1
341371,0
45605,1
200205,0
77634,1
35797,0
263141,0
270405,1
297123,1
267441,0
254601,1
52997,1
292096,1
114640,0
377341,1
176946,1
255789,1
295326,1
276435,1
153931,0
345146,1
60599,0
208323,0
183611,1
227360,0
421777,0
213757,1
104030,1
362276,0
338079,1
315125,1
131494,0
124334,1
148231,0
106829,0
361558,1
60709,1
376205,1
419602,1
215283,1
282711,0
208693,0
119720,0
225704,1
323417,1
316622,1
44326,1
277069,0
74659,0
405804,0
123498,1
326179,0
400632,0
101094,0
405725,0
128625,0
301697,0
125945,1
228370,0
300421,1
183237,1
35994,0
84896,1
97646,1
252936,1
63856,0
280724,0
408287,1
122751,0
41437,1
100041,1
37905,1
302973,1
420350,0
66876,1
356889,1
118034,1
216821,0
205531,0
73315,1
187713,0
127778,0
320190,0
203930,1
310883,0
215570,1
378899,0
411526,0
403077,1
54190,0
149846,0
170860,1
195368,1
406247,0
141888,1
309856,1
297246,1
310982,0
93082,1
284002,1
221162,0
218986,1
368886,1
185487,0
281086,1
24935,1
202702,1
324218,1
77844,0
171190,0
223230,0
49239,1
308398,0
93100,1
14784,1
103390,0
167066,0
78293,1
238067,1
9043,1
80788,0
265070,1
198296,1
274057,1
391779,0
384530,0
57674,1
355165,1
33035,0
14513,0
267826,1
56964,1
234048,1
390802,0
344883,1
267415,0
336904,0
128599,0
267170,1
38773,0
409311,1
72504,0
268353,1
36262,0
236312,0
323407,1
86801,0
122383,0
7396,1
169437,0
54475,1
65314,0
160451,1
210641,0
55007,1
75012,1
116030,1
94559,0
49466,1
258816,0
159851,1
39972,1
31181,0
103909,1
186388,0
343818,1
155853,1
416990,0
244911,0
190281,0
118144,1
381994,0
120681,1
355337,0
234428,1
311757,0
336613,1
321464,1
238883,1
344157,1
9257,1
231295,0
116872,1
339080,1
194358,1
286690,0
239437,0
3836,1
97835,0
205503,0
123654,0
143274,1
99034,1
418100,1
127410,0
351254,1
197999,0
177958,0
141909,1
288717,0
242306,1
139492,0
323498,1
76537,0
398851,1
103069,1
304132,0
28165,1
344059,1
260303,1
270188,1
1380,1
313830,1
283129,1
112476,0
77391,1
101755,0
279604,0
327568,0
286807,1
371941,1
331565,0
129330,1
343996,1
220169,1
396396,0
343958,1
348818,0
395705,0
297647,1
1255,1
147334,1
234655,1
28086,1
314196,1
300649,1
384239,0
362,1
259907,1
317374,0
296028,0
37834,1
349403,0
210851,1
262093,1
407571,0
364359,1
160931,1
184758,1
182457,1
44342,1
169352,0
236926,1
180388,1
206948,1
112864,1
299346,1
89509,0
367270,0
153894,0
208635,0
379753,0
180904,0
245090,0
75518,1
119362,0
286216,1
55372,1
93498,0
138098,1
38251,1
266149,1
164740,1
306866,0
376942,0
250871,0
242717,0
277560,0
244877,0
270987,0
2290,0
139509,0
334683,1
369291,0
123413,1
278108,0
128021,1
346606,1
399986,1
219101,1
218278,0
159208,0
315213,1
64155,1
180507,0
340031,1
262079,1
340836,0
100778,0
242158,1
5910,0
53244,1
9928,0
32312,1
153188,0
393796,0
370881,0
255424,1
366106,0
116506,0
224910,0
15848,0
142687,0
81106,0
392633,1
166050,0
48886,1
154935,1
281276,1
339418,0
115128,0
332086,1
104038,0
305629,1
257486,0
303523,1
168618,1
252282,0
225942,0
244647,1
115141,0
152505,1
165302,0
374298,1
178318,0
42864,1
15296,0
293555,1
236736,0
228320,0
369682,1
287547,0
275219,0
40889,0
385331,0
136052,0
78938,0
45243,0
164519,1
185800,1
279019,0
232838,0
29406,0
85092,1
25199,1
150591,0
11628,1
308384,0
303464,1
417462,1
100534,1
307589,0
386726,0
106206,1
16823,0
303310,1
5682,0
331882,0
255333,1
269649,0
225316,0
294306,1
374833,0
246431,1
233102,1
349303,0
271451,1
34869,1
